PhraseID,phrase,voice,output_file,matched_audio_file,status
4378,Ĉu vi havas dislimon?,spomenka,4223_cxu_vi_havas_dislimon.wav,4223_cxu_vi_havas_disigon.wav,generated
4388,Mi ŝatus helajn striojn en miaj haroj,spomenka,4233_mi_sxatus_helajn_striojn_en_miaj_haroj.wav,4233_mi_sxatus_harlumojn.wav,generated
4393,Ĉu vi faras senharigon?,spomenka,4238_cxu_vi_faras_senharigon.wav,4238_cxu_vi_faras_epiladon.wav,generated
4394,Mi ŝatus senharigon de miaj kruroj per vakso,spomenka,4239_mi_sxatus_senharigon_de_miaj_kruroj_per_vakso.wav,4239_mi_sxatus_vaksan_epiladon_de_miaj_kruroj.wav,generated
4396,"Mi ŝatus manikuron, mi petas",spomenka,4241_mi_sxatus_manikuron_mi_petas.wav,4241_mi_sxatus_manikiuron_mi_petas.wav,generated
4420,Mi ŝatus ricevi masaĝon de la kranihaŭto,spomenka,4265_mi_sxatus_ricevi_masagxon_de_la_kranihauxto.wav,4265_mi_sxatus_ricevi_masagxon_de_la_skalpo.wav,generated
4422,"Mi ŝatus, ke vi fajlu kaj formu miajn ungojn",spomenka,4267_mi_sxatus_ke_vi_fajlu_kaj_formu_miajn_ungojn.wav,4267_mi_sxatus_ke_vi_fajlu_kaj_formigu_miajn_ungojn.wav,generated
4427,La jako estas malvasta,spomenka,4272_la_jako_estas_malvasta.wav,4272_la_jako_estas_streta.wav,generated
4449,Ĉu vi povus longigi ĉi tiun pantalonon je centimetro?,spomenka,4294_cxu_vi_povus_longigi_cxi_tiun_pantalonon_je_centimetro.wav,4294_cxu_vi_povus_longigi_cxi_tiujn_pantalonojn_je_centimetro.wav,generated
4462,"Mi pensas, ke ĝi bezonas novan pilon",spomenka,4307_mi_pensas_ke_gxi_bezonas_novan_pilon.wav,4307_mi_pensas_ke_gxi_bezonas_novan_baterion.wav,generated
4471,Ĉu vi povas anstataŭigi la pilon?,spomenka,4316_cxu_vi_povas_anstatauxigi_la_pilon.wav,4316_cxu_vi_povas_anstatauxigi_la_baterion.wav,generated
4483,Ĉu vi havas pilon por ĉi tio?,spomenka,4328_cxu_vi_havas_pilon_por_cxi_tio.wav,4328_cxu_vi_havas_baterion_por_cxi_tio.wav,generated
4484,Ĉu vi bonvolus ŝanĝi la pilon en mia horloĝo?,spomenka,4329_cxu_vi_bonvolus_sxangxi_la_pilon_en_mia_horlogxo.wav,4329_cxu_vi_bonvolus_sxangxi_la_baterion_en_mia_horlogxo.wav,generated
4504,"Kio estas al mi, doktoro?",spomenka,4349_kio_estas_al_mi_doktoro.wav,4349_kio_malbonas_cxe_mi_doktoro.wav,generated
4508,Mi fartas pli malbone,spomenka,4353_mi_fartas_pli_malbone.wav,4353_al_mi_farigxis_pli_malbone.wav,generated
4514,Kiel ofte vi trinkas alkoholaĵojn?,spomenka,4359_kiel_ofte_vi_trinkas_alkoholajxojn.wav,4359_kiel_ofte_vi_trinkas.wav,generated
4516,Mi bezonas rentgenan ekzamenon,spomenka,4361_mi_bezonas_rentgenan_ekzamenon.wav,4361_mi_bezonas_fari_rentgenon.wav,generated
4540,Bonvolu desinfekti ĝin,spomenka,4385_bonvolu_desinfekti_gxin.wav,4385_bonvolu_dezinfekti_gxin.wav,generated
4541,Kia estas mia temperaturo?,spomenka,4386_kia_estas_mia_temperaturo.wav,4386_kioma_estas_mia_temperaturo.wav,generated
4552,Mi bezonas recepton por trankviligaĵo,spomenka,4397_mi_bezonas_recepton_por_trankviligajxo.wav,4397_mi_bezonas_recepton_por_trankviligilo.wav,generated
4567,Insekto pikis min,spomenka,4412_insekto_pikis_min.wav,4412_insekto_mordis_min.wav,generated
4604,Mi havas tre malmulte da energio,spomenka,4449_mi_havas_tre_malmulte_da_energio.wav,4449_mi_havas_apenaux_energion.wav,generated
4605,Mi havas stomakan perturbon,spomenka,4450_mi_havas_stomakan_perturbon.wav,4450_mi_havas_stomakmalsanon.wav,generated
4614,Mi havas gravan mikozon de la piedoj,spomenka,4459_mi_havas_gravan_mikozon_de_la_piedoj.wav,4459_mi_havas_gravan_kazon_de_piedfungo.wav,generated
4618,Mi havas malfacilaĵojn pri dormado,spomenka,4463_mi_havas_malfacilajxojn_pri_dormado.wav,4463_mi_havas_malfacilajxojn_dormi.wav,generated
4633,Mi bezonas kuracistan atestilon,spomenka,4478_mi_bezonas_kuracistan_atestilon.wav,4478_mi_bezonas_malsanatestilon.wav,generated
4640,Vi bezonos kelkajn suturerojn,spomenka,4485_vi_bezonos_kelkajn_suturerojn.wav,4485_vi_bezonos_kelkajn_suturojn.wav,generated
4689,Vi devus fari rendevuon ĉe la denta higienisto,spomenka,4534_vi_devus_fari_rendevuon_cxe_la_denta_higienisto.wav,4534_vi_devus_fari_rendevuon_cxe_la_higienisto.wav,generated
4709,Li estas hipermetropa,spomenka,4554_li_estas_hipermetropa.wav,4554_li_estas_malmiopa.wav,generated
4725,Kiom kostas ĉi tiuj dezajnistaj kadroj?,spomenka,4570_kiom_kostas_cxi_tiuj_dezajnistaj_kadroj.wav,4570_kiom_kostas_cxi_tiuj_dizajnistaj_kadroj.wav,generated
4740,Du ĝis kvar tablojdoj tage,spomenka,4585_du_gxis_kvar_tablojdoj_tage.wav,4585_du_gxis_kvar_tabletoj_tage.wav,generated
4743,Mi bezonas desinfektaĵon,spomenka,4588_mi_bezonas_desinfektajxon.wav,4588_mi_bezonas_dezinfektilon.wav,generated
4747,Ĉu vi ne havas ion similan?,spomenka,4592_cxu_vi_ne_havas_ion_similan.wav,4592_cxu_vi_ne_havas_analogon.wav,generated
4750,Ĉu mi prenu ĝin fastante?,spomenka,4595_cxu_mi_prenu_gxin_fastante.wav,4595_cxu_preni_fastante.wav,generated
4763,Ĉu ĝi havas iujn kromefikojn?,spomenka,4608_cxu_gxi_havas_iujn_kromefikojn.wav,4608_cxu_gxi_havas_iujn_flankefekojn.wav,generated
4778,Ĉu vi havas ĉi tiun medikamenton en tablojdoj?,spomenka,4623_cxu_vi_havas_cxi_tiun_medikamenton_en_tablojdoj.wav,4623_cxu_vi_havas_cxi_tiun_medikamenton_en_piloloj.wav,generated
4782,Mi suferas pro misdigesto,spomenka,4627_mi_suferas_pro_misdigesto.wav,4627_mi_suferas_pro_malbona_digesto.wav,generated
4807,Ni malkonektiĝis,spomenka,4652_ni_malkonektigxis.wav,4652_oni_malkonektis_nin.wav,generated
4823,Mia baterio baldaŭ malŝargiĝos,spomenka,4668_mia_baterio_baldaux_malsxargigxos.wav,4668_mia_baterio_baldaux_elcxerpigxos.wav,generated
4837,"Mi transdonos la mesaĝon, ke vi telefonis",spomenka,4682_mi_transdonos_la_mesagxon_ke_vi_telefonis.wav,4682_mi_transdonos_ke_vi_telefonis.wav,generated
4850,Ĉu vi povas klavi la numeron por mi?,spomenka,4695_cxu_vi_povas_klavi_la_numeron_por_mi.wav,4695_cxu_vi_povas_diski_la_numeron_por_mi.wav,generated
4859,Atendu la signalon kaj klavu la numeron,spomenka,4704_atendu_la_signalon_kaj_klavu_la_numeron.wav,4704_atendu_la_signalon_kaj_disku_la_numeron.wav,generated
4860,De kiu kompanio vi telefonas?,spomenka,4705_de_kiu_kompanio_vi_telefonas.wav,4705_el_kiu_kompanio_vi_telefonas.wav,generated
4864,Ĉu vi scias lian internan numeron?,spomenka,4709_cxu_vi_scias_lian_internan_numeron.wav,4709_cxu_vi_scias_lian_internumeron.wav,generated
4893,Legu ĉi tiun ekskluzivan artikolon,spomenka,4738_legu_cxi_tiun_ekskluzivan_artikolon.wav,4738_legu_cxi_tiun_ekskluzivan_rakonton.wav,generated
4908,Ĝi estas gazeto kun granda eldonkvanto,spomenka,4753_gxi_estas_gazeto_kun_granda_eldonkvanto.wav,4753_gxi_estas_gazeto_kun_granda_eldonnombro.wav,generated
4920,Kie mi povas poŝti ĉi tion?,spomenka,4765_kie_mi_povas_posxti_cxi_tion.wav,4765_kie_mi_povas_sendi_cxi_tion.wav,generated
4923,Kiom ĝi valoras?,spomenka,4768_kiom_gxi_valoras.wav,4768_kio_estas_la_valoro.wav,generated
4952,Bonvolu enmeti ĉi tiun poŝtkarton en la poŝtkeston,spomenka,4797_bonvolu_enmeti_cxi_tiun_posxtkarton_en_la_posxtkeston.wav,4797_bonvolu_enmeti_cxi_tiun_posxtkarton_en_la_leterkeston.wav,generated
4968,"Al la koncernatoj,",spomenka,4813_al_la_koncernatoj.wav,4813_al_kiu_tio_povas_koncerni.wav,generated
4976,Bonvolu ne heziti kontakti min,spomenka,4821_bonvolu_ne_heziti_kontakti_min.wav,4821_bonvolu_kontakti_min_senhezite_en_okazo_de_bezono.wav,generated
4995,"Sciigu min, kiam vi ekscios ion plian",spomenka,4840_sciigu_min_kiam_vi_ekscios_ion_plian.wav,4840_sendu_al_mi_novajxojn_kiam_vi_ekscios_ion_pli.wav,generated
5004,Kioma horo estas precize?,spomenka,4849_kioma_horo_estas_precize.wav,4849_kioma_estas_la_preciza_horo.wav,generated
5085,Ĉiujn kvin minutojn,spomenka,4930_cxiujn_kvin_minutojn.wav,4930_cxiun_kvin_minutojn.wav,generated
5113,Mi ŝatas ĉi tiun veteron,spomenka,4958_mi_sxatas_cxi_tiun_veteron.wav,4958_mi_sxatas_la_veteron.wav,generated
