PhraseID,current_phrase,current_audio_key,matched_audio_file,match_type
4504,"Kio estas al mi, doktoro?",4349_kio_estas_al_mi_doktoro,4349_kio_malbonas_cxe_mi_doktoro.wav,prefix
4508,Mi fartas pli malbone,4353_mi_fartas_pli_malbone,4353_al_mi_farigxis_pli_malbone.wav,prefix
4514,Kiel ofte vi trinkas alkoholaĵojn?,4359_kiel_ofte_vi_trinkas_alkoholajxojn,4359_kiel_ofte_vi_trinkas.wav,prefix
4516,Mi bezonas rentgenan ekzamenon,4361_mi_bezonas_rentgenan_ekzamenon,4361_mi_bezonas_fari_rentgenon.wav,prefix
4540,Bonvolu desinfekti ĝin,4385_bonvolu_desinfekti_gxin,4385_bonvolu_dezinfekti_gxin.wav,prefix
4541,Kia estas mia temperaturo?,4386_kia_estas_mia_temperaturo,4386_kioma_estas_mia_temperaturo.wav,prefix
4552,Mi bezonas recepton por trankviligaĵo,4397_mi_bezonas_recepton_por_trankviligajxo,4397_mi_bezonas_recepton_por_trankviligilo.wav,prefix
4567,Insekto pikis min,4412_insekto_pikis_min,4412_insekto_mordis_min.wav,prefix
4604,Mi havas tre malmulte da energio,4449_mi_havas_tre_malmulte_da_energio,4449_mi_havas_apenaux_energion.wav,prefix
4605,Mi havas stomakan perturbon,4450_mi_havas_stomakan_perturbon,4450_mi_havas_stomakmalsanon.wav,prefix
4614,Mi havas gravan mikozon de la piedoj,4459_mi_havas_gravan_mikozon_de_la_piedoj,4459_mi_havas_gravan_kazon_de_piedfungo.wav,prefix
4618,Mi havas malfacilaĵojn pri dormado,4463_mi_havas_malfacilajxojn_pri_dormado,4463_mi_havas_malfacilajxojn_dormi.wav,prefix
4633,Mi bezonas kuracistan atestilon,4478_mi_bezonas_kuracistan_atestilon,4478_mi_bezonas_malsanatestilon.wav,prefix
4640,Vi bezonos kelkajn suturerojn,4485_vi_bezonos_kelkajn_suturerojn,4485_vi_bezonos_kelkajn_suturojn.wav,prefix
4689,Vi devus fari rendevuon ĉe la denta higienisto,4534_vi_devus_fari_rendevuon_cxe_la_denta_higienisto,4534_vi_devus_fari_rendevuon_cxe_la_higienisto.wav,prefix
4709,Li estas hipermetropa,4554_li_estas_hipermetropa,4554_li_estas_malmiopa.wav,prefix
4725,Kiom kostas ĉi tiuj dezajnistaj kadroj?,4570_kiom_kostas_cxi_tiuj_dezajnistaj_kadroj,4570_kiom_kostas_cxi_tiuj_dizajnistaj_kadroj.wav,prefix
4740,Du ĝis kvar tablojdoj tage,4585_du_gxis_kvar_tablojdoj_tage,4585_du_gxis_kvar_tabletoj_tage.wav,prefix
4743,Mi bezonas desinfektaĵon,4588_mi_bezonas_desinfektajxon,4588_mi_bezonas_dezinfektilon.wav,prefix
4747,Ĉu vi ne havas ion similan?,4592_cxu_vi_ne_havas_ion_similan,4592_cxu_vi_ne_havas_analogon.wav,prefix
4750,Ĉu mi prenu ĝin fastante?,4595_cxu_mi_prenu_gxin_fastante,4595_cxu_preni_fastante.wav,prefix
4763,Ĉu ĝi havas iujn kromefikojn?,4608_cxu_gxi_havas_iujn_kromefikojn,4608_cxu_gxi_havas_iujn_flankefekojn.wav,prefix
4778,Ĉu vi havas ĉi tiun medikamenton en tablojdoj?,4623_cxu_vi_havas_cxi_tiun_medikamenton_en_tablojdoj,4623_cxu_vi_havas_cxi_tiun_medikamenton_en_piloloj.wav,prefix
4782,Mi suferas pro misdigesto,4627_mi_suferas_pro_misdigesto,4627_mi_suferas_pro_malbona_digesto.wav,prefix
4807,Ni malkonektiĝis,4652_ni_malkonektigxis,4652_oni_malkonektis_nin.wav,prefix
4823,Mia baterio baldaŭ malŝargiĝos,4668_mia_baterio_baldaux_malsxargigxos,4668_mia_baterio_baldaux_elcxerpigxos.wav,prefix
4837,"Mi transdonos la mesaĝon, ke vi telefonis",4682_mi_transdonos_la_mesagxon_ke_vi_telefonis,4682_mi_transdonos_ke_vi_telefonis.wav,prefix
4850,Ĉu vi povas klavi la numeron por mi?,4695_cxu_vi_povas_klavi_la_numeron_por_mi,4695_cxu_vi_povas_diski_la_numeron_por_mi.wav,prefix
4859,Atendu la signalon kaj klavu la numeron,4704_atendu_la_signalon_kaj_klavu_la_numeron,4704_atendu_la_signalon_kaj_disku_la_numeron.wav,prefix
4860,De kiu kompanio vi telefonas?,4705_de_kiu_kompanio_vi_telefonas,4705_el_kiu_kompanio_vi_telefonas.wav,prefix
4864,Ĉu vi scias lian internan numeron?,4709_cxu_vi_scias_lian_internan_numeron,4709_cxu_vi_scias_lian_internumeron.wav,prefix
4893,Legu ĉi tiun ekskluzivan artikolon,4738_legu_cxi_tiun_ekskluzivan_artikolon,4738_legu_cxi_tiun_ekskluzivan_rakonton.wav,prefix
4908,Ĝi estas gazeto kun granda eldonkvanto,4753_gxi_estas_gazeto_kun_granda_eldonkvanto,4753_gxi_estas_gazeto_kun_granda_eldonnombro.wav,prefix
4920,Kie mi povas poŝti ĉi tion?,4765_kie_mi_povas_posxti_cxi_tion,4765_kie_mi_povas_sendi_cxi_tion.wav,prefix
4923,Kiom ĝi valoras?,4768_kiom_gxi_valoras,4768_kio_estas_la_valoro.wav,prefix
4952,Bonvolu enmeti ĉi tiun poŝtkarton en la poŝtkeston,4797_bonvolu_enmeti_cxi_tiun_posxtkarton_en_la_posxtkeston,4797_bonvolu_enmeti_cxi_tiun_posxtkarton_en_la_leterkeston.wav,prefix
4968,"Al la koncernatoj,",4813_al_la_koncernatoj,4813_al_kiu_tio_povas_koncerni.wav,prefix
4976,Bonvolu ne heziti kontakti min,4821_bonvolu_ne_heziti_kontakti_min,4821_bonvolu_kontakti_min_senhezite_en_okazo_de_bezono.wav,prefix
4995,"Sciigu min, kiam vi ekscios ion plian",4840_sciigu_min_kiam_vi_ekscios_ion_plian,4840_sendu_al_mi_novajxojn_kiam_vi_ekscios_ion_pli.wav,prefix
5004,Kioma horo estas precize?,4849_kioma_horo_estas_precize,4849_kioma_estas_la_preciza_horo.wav,prefix
5085,Ĉiujn kvin minutojn,4930_cxiujn_kvin_minutojn,4930_cxiun_kvin_minutojn.wav,prefix
5113,Mi ŝatas ĉi tiun veteron,4958_mi_sxatas_cxi_tiun_veteron,4958_mi_sxatas_la_veteron.wav,prefix
