row_index	Esperanto	audio_key	has_audio
1126	murmuri	murmuri	True
1127	muro	muro	True
1128	musko	musko	True
1129	muskolo	muskolo	True
1130	muso	muso	True
1131	muta	muta	True
1132	muzeo	muzeo	True
1133	muziko	muziko	True
1134	muŝo	musxo	True
1135	nacio	nacio	True
1136	nadlo	nadlo	True
1137	naiva	naiva	True
1138	najbaro	najbaro	True
1139	najlo	najlo	True
1140	naski	naski	True
1141	naturo	naturo	True
1142	nazo	nazo	True
1143	naĝi	nagxi	True
1144	naŭ	naux	True
1145	naŭzi	nauxzi	True
1146	ne	ne	True
1147	nebulo	nebulo	True
1148	necesa	necesa	True
1149	neglekti	neglekti	True
1150	nek	nek	True
1151	nenia	nenia	True
1152	nenial	nenial	True
1153	neniam	neniam	True
1154	nenie	nenie	True
1155	neniel	neniel	True
1156	nenies	nenies	True
1157	nenio	nenio	True
1158	neniom	neniom	True
1159	neniu	neniu	True
1160	nepo	nepo	True
1161	nervo	nervo	True
1162	nesto	nesto	True
1163	nevo	nevo	True
1164	neĝo	negxo	True
1165	ni	ni	True
1166	nigra	nigra	True
1167	nilono	nilono	True
1168	nivelo	nivelo	True
1169	nobla	nobla	True
1170	nodo	nodo	True
1171	nokto	nokto	True
1172	nombro	nombro	True
1173	nomo	nomo	True
1174	nordo	nordo	True
1175	normala	normala	True
1176	noto	noto	True
1177	nova	nova	True
1178	novembro	novembro	True
1179	nu	nu	True
1180	nubo	nubo	True
1181	nuda	nuda	True
1182	nukso	nukso	True
1183	numero	numero	True
1184	nun	nun	True
1185	nur	nur	True
1186	nutri	nutri	True
1187	obei	obei	True
1188	objekto	objekto	True
1189	oblikva	oblikva	True
1190	observi	observi	True
1191	obstaklo	obstaklo	True
1192	obstina	obstina	True
1193	oceano	oceano	True
1194	odori	odori	True
1195	ofendi	ofendi	True
1196	oferi	oferi	True
1197	oferti	oferti	True
1198	oficiala	oficiala	True
1199	ofico	ofico	True
1200	ok	ok	True
1201	okazi	okazi	True
1202	okcidento	okcidento	True
1203	oktobro	oktobro	True
1204	okulo	okulo	True
1205	okupi	okupi	True
1206	ol	ol	True
1207	oleo	oleo	True
1208	ombrelo	ombrelo	True
1209	ombro	ombro	True
1210	ondo	ondo	True
1211	oni	oni	True
1212	onklo	onklo	True
1213	opinii	opinii	True
1214	oportuna	oportuna	True
1215	oranĝo	orangxo	True
1216	ordinara	ordinara	True
1217	ordo	ordo	True
1218	ordoni	ordoni	True
1219	orelo	orelo	True
1220	organizi	organizi	True
1221	organo	organo	True
1222	oriento	oriento	True
1223	originalo	originalo	True
1224	origino	origino	True
1225	orkestro	orkestro	True
1226	ornami	ornami	True
1227	oro	oro	True
1228	ortografio	ortografio	True
1229	oscedi	oscedi	True
1230	osto	osto	True
1231	ovo	ovo	True
1232	pacienca	pacienca	True
1233	paco	paco	True
1234	pafi	pafi	True
1235	pagi	pagi	True
1236	pako	pako	True
1237	pala	pala	True
1238	palaco	palaco	True
1239	palpebro	palpebro	True
1240	palpi	palpi	True
1241	palto	palto	True
1242	paneo	paneo	True
1243	pano	pano	True
1244	pantalono	pantalono	True
1245	pantoflo	pantoflo	True
1246	papago	papago	True
1247	papero	papero	True
1248	papilio	papilio	True
1249	papo	papo	True
1250	paradizo	paradizo	True
1251	pardoni	pardoni	True
1252	parenco	parenco	True
1253	parfumo	parfumo	True
1254	parko	parko	True
1255	parlamento	parlamento	True
1256	paro	paro	True
1257	paroli	paroli	True
1258	partio	partio	True
1259	parto	parto	True
1260	pasaĝero	pasagxero	True
1261	pasero	pasero	True
1262	pasi	pasi	True
1263	pasio	pasio	True
1264	pasporto	pasporto	True
1265	pasto	pasto	True
1266	pastro	pastro	True
1267	pato	pato	True
1268	patro	patro	True
1269	patrono	patrono	True
1270	paĝo	pagxo	True
1271	paŝi	pasxi	True
1272	paŝti	pasxti	True
1273	peco	peco	True
1274	pejzaĝo	pejzagxo	True
1275	peki	peki	True
1276	peli	peli	True
1277	pelto	pelto	True
1278	pendi	pendi	True
1279	penetri	penetri	True
1280	peni	peni	True
1281	peniko	peniko	True
1282	pensi	pensi	True
1283	pensio	pensio	True
1284	penti	penti	True
1285	pentri	pentri	True
1286	per	per	True
1287	perdi	perdi	True
1288	perei	perei	True
1289	perfekta	perfekta	True
1290	perfidi	perfidi	True
1291	periodo	periodo	True
1292	perlo	perlo	True
1293	permesi	permesi	True
1294	persekuti	persekuti	True
1295	persiko	persiko	True
1296	persisti	persisti	True
1297	persono	persono	True
1298	pesi	pesi	True
1299	peti	peti	True
1300	petoli	petoli	True
1301	petrolo	petrolo	True
1302	peza	peza	True
1303	pia	pia	True
1304	piano	piano	True
1305	piedo	piedo	True
1306	piki	piki	True
1307	pilko	pilko	True
1308	pilo	pilo	True
1309	pinglo	pinglo	True
1310	pino	pino	True
1311	pinto	pinto	True
1312	pinĉi	pincxi	True
1313	pioniro	pioniro	True
1314	pipro	pipro	True
1315	piro	piro	True
1316	pizo	pizo	True
1317	placo	placo	True
1318	plado	plado	True
1319	plafono	plafono	True
1320	planedo	planedo	True
1321	planko	planko	True
1322	plano	plano	True
1323	planti	planti	True
1324	plasto	plasto	True
1325	plata	plata	True
1326	plaĉi	placxi	True
1327	plej	plej	True
1328	plekti	plekti	True
1329	plena	plena	True
1330	plendi	plendi	True
1331	plezuro	plezuro	True
1332	pli	pli	True
1333	plori	plori	True
1334	plu	plu	True
1335	plugi	plugi	True
1336	plumbo	plumbo	True
1337	plumo	plumo	True
1338	pluraj	pluraj	True
1339	plus	plus	True
1340	pluvo	pluvo	True
1341	po	po	True
1342	poemo	poemo	True
1343	poeto	poeto	True
1344	poezio	poezio	True
1345	polico	polico	True
1346	politiko	politiko	True
1347	polvo	polvo	True
1348	pomo	pomo	True
1349	ponto	ponto	True
1350	popolo	popolo	True
1351	populara	populara	True
1352	por	por	True
1353	porcio	porcio	True
1354	pordo	pordo	True
1355	porko	porko	True
1356	porti	porti	True
1357	portreto	portreto	True
1358	posedi	posedi	True
1359	post	post	True
1360	posteno	posteno	True
1361	postuli	postuli	True
1362	potenco	potenco	True
1363	poto	poto	True
1364	povi	povi	True
1365	pozicio	pozicio	True
1366	poŝo	posxo	True
1367	poŝto	posxto	True
1368	pra-	pra	True
1369	praktiko	praktiko	True
1370	prava	prava	True
1371	preciza	preciza	True
1372	preferi	preferi	True
1373	prelegi	prelegi	True
1374	premi	premi	True
1375	premio	premio	True
1376	preni	preni	True
1377	prepari	prepari	True
1378	presi	presi	True
1379	preskaŭ	preskaux	True
1380	preta	preta	True
1381	preteksto	preteksto	True
1382	pretendi	pretendi	True
1383	preter	preter	True
1384	prezenti	prezenti	True
1385	prezidi	prezidi	True
1386	prezo	prezo	True
1387	preĝi	pregxi	True
1388	pri	pri	True
1389	principo	principo	True
1390	princo	princo	True
1391	printempo	printempo	True
1392	privata	privata	True
1393	pro	pro	True
1394	probabla	probabla	True
1395	problemo	problemo	True
1396	procedi	procedi	True
1397	procento	procento	True
1398	proceso	proceso	True
1399	profesio	profesio	True
1400	profesoro	profesoro	True
1401	profito	profito	True
1402	profunda	profunda	True
1403	programo	programo	True
1404	progresi	progresi	True
1405	projekto	projekto	True
1406	prokrasti	prokrasti	True
1407	proksima	proksima	True
1408	promeni	promeni	True
1409	promesi	promesi	True
1410	pronomo	pronomo	True
1411	prononci	prononci	True
1412	proponi	proponi	True
1413	propra	propra	True
1414	prosperi	prosperi	True
1415	protekti	protekti	True
1416	protesti	protesti	True
1417	proverbo	proverbo	True
1418	provi	provi	True
1419	provinco	provinco	True
1420	prozo	prozo	True
1421	prudenta	prudenta	True
1422	pruvi	pruvi	True
1423	psikologio	psikologio	True
1424	publiko	publiko	True
1425	pugno	pugno	True
1426	pulmo	pulmo	True
1427	pulvo	pulvo	True
1428	pulvoro	pulvoro	True
1429	pumpi	pumpi	True
1430	puni	puni	True
1431	punkto	punkto	True
1432	pupo	pupo	True
1433	pura	pura	True
1434	puto	puto	True
1435	putri	putri	True
1436	puŝi	pusxi	True
1437	rabato	rabato	True
1438	rabi	rabi	True
1439	radiko	radiko	True
1440	radio	radio	True
1441	rado	rado	True
1442	rafano	rafano	True
1443	rajdi	rajdi	True
1444	rajto	rajto	True
1445	rakonti	rakonti	True
1446	rampi	rampi	True
1447	rando	rando	True
1448	rango	rango	True
1449	rano	rano	True
1450	rapida	rapida	True
1451	raporti	raporti	True
1452	rato	rato	True
1453	ravi	ravi	True
1454	razi	razi	True
1455	re-	re	True
1456	reala	reala	True
1457	recenzi	recenzi	True
1458	recepto	recepto	True
1459	reciproka	reciproka	True
1460	redakti	redakti	True
1461	redukti	redukti	True
1462	regali	regali	True
1463	regi	regi	True
1464	regiono	regiono	True
1465	regno	regno	True
1466	regulo	regulo	True
1467	rekomendi	rekomendi	True
1468	rekta	rekta	True
1469	relativa	relativa	True
1470	religio	religio	True
1471	relo	relo	True
1472	remi	remi	True
1473	rendevuo	rendevuo	True
1474	renkonti	renkonti	True
1475	reno	reno	True
1476	renversi	renversi	True
1477	reprezenti	reprezenti	True
1478	respekti	respekti	True
1479	respondi	respondi	True
1480	respubliko	respubliko	True
1481	resti	resti	True
1482	restoracio	restoracio	True
1483	reto	reto	True
1484	revi	revi	True
1485	revizii	revizii	True
1486	revuo	revuo	True
1487	rezigni	rezigni	True
1488	rezisti	rezisti	True
1489	rezoni	rezoni	True
1490	rezulti	rezulti	True
1491	reĝimo	regximo	True
1492	reĝo	regxo	True
1493	ricevi	ricevi	True
1494	ridi	ridi	True
1495	rifuzi	rifuzi	True
1496	rifuĝi	rifugxi	True
1497	rigardi	rigardi	True
1498	rigida	rigida	True
1499	rikolti	rikolti	True
1500	rilati	rilati	True
1501	rimarki	rimarki	True
1502	rimedo	rimedo	True
1503	rimeno	rimeno	True
1504	rimo	rimo	True
1505	ringo	ringo	True
1506	ripari	ripari	True
1507	ripeti	ripeti	True
1508	ripo	ripo	True
1509	ripozi	ripozi	True
1510	riproĉi	riprocxi	True
1511	riski	riski	True
1512	ritmo	ritmo	True
1513	rivero	rivero	True
1514	rizo	rizo	True
1515	riĉa	ricxa	True
1516	robo	robo	True
1517	roko	roko	True
1518	rolo	rolo	True
1519	romano	romano	True
1520	rompi	rompi	True
1521	rondo	rondo	True
1522	ronki	ronki	True
1523	rosti	rosti	True
1524	rozo	rozo	True
1525	rubando	rubando	True
1526	ruino	ruino	True
1527	ruli	ruli	True
1528	ruza	ruza	True
1529	ruĝa	rugxa	True
1530	sabato	sabato	True
1531	sablo	sablo	True
1532	sagaca	sagaca	True
1533	sago	sago	True
1534	sako	sako	True
1535	salajro	salajro	True
1536	salato	salato	True
1537	saliko	saliko	True
1538	salo	salo	True
1539	salono	salono	True
1540	salti	salti	True
1541	saluti	saluti	True
1542	sama	sama	True
1543	sana	sana	True
1544	sandviĉo	sandvicxo	True
1545	sango	sango	True
1546	sankta	sankta	True
1547	sapo	sapo	True
1548	sata	sata	True
1549	savi	savi	True
1550	saĝa	sagxa	True
1551	saŭco	sauxco	True
1552	sceno	sceno	True
1553	scienco	scienco	True
1554	scii	scii	True
1555	se	se	True
1556	sed	sed	True
1557	segi	segi	True
1558	seka	seka	True
1559	sekcio	sekcio	True
1560	sekretario	sekretario	True
1561	sekreto	sekreto	True
1562	sekso	sekso	True
1563	sekundo	sekundo	True
1564	sekura	sekura	True
1565	sekvi	sekvi	True
1566	semajno	semajno	True
1567	semo	semo	True
1568	sen	sen	True
1569	senco	senco	True
1570	sendi	sendi	True
1571	senso	senso	True
1572	senti	senti	True
1573	sep	sep	True
1574	septembro	septembro	True
1575	serena	serena	True
1576	serio	serio	True
1577	serioza	serioza	True
1578	serpento	serpento	True
1579	seruro	seruro	True
1580	servi	servi	True
1581	serĉi	sercxi	True
1582	ses	ses	True
1583	severa	severa	True
1584	sezono	sezono	True
1585	seĝo	segxo	True
1586	si	si	True
1587	sidi	sidi	True
1588	signalo	signalo	True
1589	signifi	signifi	True
1590	signo	signo	True
1591	silenti	silenti	True
1592	silko	silko	True
1593	simila	simila	True
1594	simio	simio	True
1595	simpatio	simpatio	True
1596	simpla	simpla	True
1597	sincera	sincera	True
1598	sindikato	sindikato	True
1599	sinjoro	sinjoro	True
1600	sistemo	sistemo	True
1601	situacio	situacio	True
1602	skalo	skalo	True
1603	skatolo	skatolo	True
1604	skio	skio	True
1605	sklavo	sklavo	True
1606	skrapi	skrapi	True
1607	skribi	skribi	True
1608	skui	skui	True
1609	skulpti	skulpti	True
1610	sobra	sobra	True
1611	sociala	sociala	True
1612	societo	societo	True
1613	socio	socio	True
1614	sofo	sofo	True
1615	soifi	soifi	True
1616	sojlo	sojlo	True
1617	sola	sola	True
1618	soldato	soldato	True
1619	solena	solena	True
1620	solidara	solidara	True
1621	solvi	solvi	True
1622	somero	somero	True
1623	soni	soni	True
1624	sonĝi	songxi	True
1625	sopiri	sopiri	True
1626	sorbi	sorbi	True
1627	sorto	sorto	True
1628	sorĉi	sorcxi	True
1629	sovaĝa	sovagxa	True
1630	spaco	spaco	True
1631	speciala	speciala	True
1632	specimeno	specimeno	True
1633	speco	speco	True
1634	spegulo	spegulo	True
1635	sperta	sperta	True
1636	spezi	spezi	True
1637	spico	spico	True
1638	spiko	spiko	True
1639	spiri	spiri	True
1640	spirito	spirito	True
1641	sporto	sporto	True
1642	sprita	sprita	True
1643	spuro	spuro	True
1644	stacio	stacio	True
1645	stadio	stadio	True
1646	stalo	stalo	True
1647	standardo	standardo	True
1648	stango	stango	True
1649	stano	stano	True
1650	stari	stari	True
1651	stato	stato	True
1652	statuo	statuo	True
1653	staturo	staturo	True
1654	stelo	stelo	True
1655	sterni	sterni	True
1656	stilo	stilo	True
1657	stomako	stomako	True
1658	stranga	stranga	True
1659	strato	strato	True
1660	streĉi	strecxi	True
1661	strio	strio	True
1662	strukturo	strukturo	True
1663	studento	studento	True
1664	studi	studi	True
1665	stulta	stulta	True
1666	sub	sub	True
1667	subita	subita	True
1668	subjekto	subjekto	True
1669	substantivo	substantivo	True
1670	subtrahi	subtrahi	True
1671	sudo	sudo	True
1672	suferi	suferi	True
1673	sufiĉa	suficxa	True
1674	sufoki	sufoki	True
1675	sukcesi	sukcesi	True
1676	sukero	sukero	True
1677	suko	suko	True
1678	sulko	sulko	True
1679	sumo	sumo	True
1680	suno	suno	True
1681	super	super	True
1682	supo	supo	True
1683	supozi	supozi	True
1684	sur	sur	True
1685	surda	surda	True
1686	surfaco	surfaco	True
1687	surprizi	surprizi	True
1688	surtuto	surtuto	True
1689	suspekti	suspekti	True
1690	suĉi	sucxi	True
1691	sveni	sveni	True
1692	svingi	svingi	True
1693	tabako	tabako	True
1694	tabelo	tabelo	True
1695	tablo	tablo	True
1696	tabulo	tabulo	True
1697	tago	tago	True
1698	tajli	tajli	True
1699	tajloro	tajloro	True
1700	tajpi	tajpi	True
1701	taksi	taksi	True
1702	talio	talio	True
1703	tamen	tamen	True
1704	tapiŝo	tapisxo	True
1705	tarifo	tarifo	True
1706	tasko	tasko	True
1707	taso	taso	True
1708	teatro	teatro	True
1709	tedi	tedi	True
1710	tegi	tegi	True
1711	tegmento	tegmento	True
1712	tekniko	tekniko	True
1713	teksi	teksi	True
1714	teksto	teksto	True
1715	telefono	telefono	True
1716	telero	telero	True
1717	televidi	televidi	True
1718	temo	temo	True
1719	temperaturo	temperaturo	True
1720	tempo	tempo	True
1721	tendenco	tendenco	True
1722	tendo	tendo	True
1723	teni	teni	True
1724	tenti	tenti	True
1725	teo	teo	True
1726	teorio	teorio	True
1727	tereno	tereno	True
1728	teritorio	teritorio	True
1729	termometro	termometro	True
1730	tero	tero	True
1731	teruro	teruro	True
1732	testudo	testudo	True
1733	tia	tia	True
1734	tial	tial	True
1735	tiam	tiam	True
1736	tie	tie	True
1737	tiel	tiel	True
1738	ties	ties	True
1739	tigo	tigo	True
1740	tigro	tigro	True
1741	tikli	tikli	True
1742	timi	timi	True
1743	tio	tio	True
1744	tiom	tiom	True
1745	tipo	tipo	True
1746	tiri	tiri	True
1747	titolo	titolo	True
1748	tiu	tiu	True
1749	toleri	toleri	True
1750	tolo	tolo	True
1751	tomato	tomato	True
1752	tombo	tombo	True
1753	tondi	tondi	True
1754	tondro	tondro	True
1755	tono	tono	True
1756	tordi	tordi	True
1757	tra	tra	True
1758	tradicio	tradicio	True
1759	traduki	traduki	True
1760	trafi	trafi	True
1761	trafiko	trafiko	True
1762	tragedio	tragedio	True
1763	trajno	trajno	True
1764	trajto	trajto	True
1765	trakti	trakti	True
1766	trankvila	trankvila	True
1767	trans	trans	True
1768	tranĉi	trancxi	True
1769	tre	tre	True
1770	trejni	trejni	True
1771	tremi	tremi	True
1772	trempi	trempi	True
1773	treni	treni	True
1774	trezoro	trezoro	True
1775	tri	tri	True
1776	triki	triki	True
1777	trikoto	trikoto	True
1778	trinki	trinki	True
1779	tritiko	tritiko	True
1780	tro	tro	True
1781	trompi	trompi	True
1782	trotuaro	trotuaro	True
1783	trovi	trovi	True
1784	trudi	trudi	True
1785	trunko	trunko	True
1786	truo	truo	True
1787	trupo	trupo	True
1788	tualeto	tualeto	True
1789	tubero	tubero	True
1790	tubo	tubo	True
1791	tuj	tuj	True
1792	tuko	tuko	True
1793	tumulto	tumulto	True
1794	tunelo	tunelo	True
1795	tuno	tuno	True
1796	turismo	turismo	True
1797	turisto	turisto	True
1798	turmenti	turmenti	True
1799	turni	turni	True
1800	turo	turo	True
1801	tusi	tusi	True
1802	tuta	tuta	True
1803	tuŝi	tusxi	True
1804	ungo	ungo	True
1805	uniformo	uniformo	True
1806	unika	unika	True
1807	universala	universala	True
1808	universitato	universitato	True
1809	unu	unu	True
1810	urbo	urbo	True
1811	urso	urso	True
1812	urĝi	urgxi	True
1813	utila	utila	True
1814	uzi	uzi	True
1815	vagi	vagi	True
1816	vagono	vagono	True
1817	vakcino	vakcino	True
1818	valida	valida	True
1819	valizo	valizo	True
1820	valo	valo	True
1821	valoro	valoro	True
1822	vana	vana	True
1823	vango	vango	True
1824	vaporo	vaporo	True
1825	varii	varii	True
1826	varma	varma	True
1827	varo	varo	True
1828	varti	varti	True
1829	vasta	vasta	True
1830	vato	vato	True
1831	vazo	vazo	True
1832	vegetalo	vegetalo	True
1833	vegetara	vegetara	True
1834	veki	veki	True
1835	velki	velki	True
1836	velo	velo	True
1837	vendi	vendi	True
1838	vendredo	vendredo	True
1839	veneno	veneno	True
1840	veni	veni	True
1841	venki	venki	True
1842	vento	vento	True
1843	ventro	ventro	True
1844	venĝi	vengxi	True
1845	vera	vera	True
1846	verbo	verbo	True
1847	verda	verda	True
1848	verko	verko	True
1849	vermo	vermo	True
1850	verso	verso	True
1851	verŝi	versxi	True
1852	vespero	vespero	True
1853	vesto	vesto	True
1854	vetero	vetero	True
1855	veti	veti	True
1856	veturi	veturi	True
1857	veŝto	vesxto	True
1858	vi	vi	True
1859	viando	viando	True
1860	vico	vico	True
1861	vidi	vidi	True
1862	vidvo	vidvo	True
1863	vigla	vigla	True
1864	viktimo	viktimo	True
1865	vilaĝo	vilagxo	True
1866	vino	vino	True
1867	vintro	vintro	True
1868	violo	violo	True
1869	violono	violono	True
1870	vipo	vipo	True
1871	virga	virga	True
1872	viro	viro	True
1873	virto	virto	True
1874	vitro	vitro	True
1875	vivi	vivi	True
1876	vizaĝo	vizagxo	True
1877	viziti	viziti	True
1878	viŝi	visxi	True
1879	vojaĝi	vojagxi	True
1880	vojo	vojo	True
1881	voki	voki	True
1882	voli	voli	True
1883	volumeno	volumeno	True
1884	volumo	volumo	True
1885	volvi	volvi	True
1886	vomi	vomi	True
1887	vorto	vorto	True
1888	vosto	vosto	True
1889	voĉo	vocxo	True
1890	vualo	vualo	True
1891	vulpo	vulpo	True
1892	vundo	vundo	True
1893	zinko	zinko	True
1894	zono	zono	True
1895	zoologio	zoologio	True
1896	zorgi	zorgi	True
1897	zumi	zumi	True
1898	ĉagreni	cxagreni	True
1899	ĉambro	cxambro	True
1900	ĉapelo	cxapelo	True
1901	ĉapitro	cxapitro	True
1902	ĉapo	cxapo	True
1903	ĉar	cxar	True
1904	ĉarma	cxarma	True
1905	ĉasi	cxasi	True
1906	ĉe	cxe	True
1907	ĉef-	cxef	True
1908	ĉeko	cxeko	True
1909	ĉelo	cxelo	True
1910	ĉemizo	cxemizo	True
1911	ĉeno	cxeno	True
1912	ĉerizo	cxerizo	True
1913	ĉerpi	cxerpi	True
1914	ĉesi	cxesi	True
1915	ĉevalo	cxevalo	True
1916	ĉi	cxi	True
1917	ĉia	cxia	True
1918	ĉial	cxial	True
1919	ĉiam	cxiam	True
1920	ĉie	cxie	True
1921	ĉiel	cxiel	True
1922	ĉielo	cxielo	True
1923	ĉies	cxies	True
1924	ĉifono	cxifono	True
1925	ĉio	cxio	True
1926	ĉiom	cxiom	True
1927	ĉirkaŭ	cxirkaux	True
1928	ĉiu	cxiu	True
1929	ĉokolado	cxokolado	True
1930	ĉu	cxu	True
1931	ĝardeno	gxardeno	True
1932	ĝemelo	gxemelo	True
1933	ĝemi	gxemi	True
1934	ĝenerala	gxenerala	True
1935	ĝeni	gxeni	True
1936	ĝentila	gxentila	True
1937	ĝermo	gxermo	True
1938	ĝi	gxi	True
1939	ĝis	gxis	True
1940	ĝoji	gxoji	True
1941	ĝui	gxui	True
1942	ĝusta	gxusta	True
1943	ĥoro	hxoro	True
1944	ĵaluza	jxaluza	True
1945	ĵaŭdo	jxauxdo	True
1946	ĵeti	jxeti	True
1947	ĵuri	jxuri	True
1948	ĵurnalo	jxurnalo	True
1949	ĵus	jxus	True
1950	ŝafo	sxafo	True
1951	ŝajni	sxajni	True
1952	ŝanceli	sxanceli	True
1953	ŝanco	sxanco	True
1954	ŝanĝi	sxangxi	True
1955	ŝarĝi	sxargxi	True
1956	ŝati	sxati	True
1957	ŝaŭmo	sxauxmo	True
1958	ŝelo	sxelo	True
1959	ŝerci	sxerci	True
1960	ŝi	sxi	True
1961	ŝinko	sxinko	True
1962	ŝipo	sxipo	True
1963	ŝiri	sxiri	True
1964	ŝirmi	sxirmi	True
1965	ŝlosi	sxlosi	True
1966	ŝmiri	sxmiri	True
1967	ŝnuro	sxnuro	True
1968	ŝoforo	sxoforo	True
1969	ŝoveli	sxoveli	True
1970	ŝovi	sxovi	True
1971	ŝpari	sxpari	True
1972	ŝpruci	sxpruci	True
1973	ŝranko	sxranko	True
1974	ŝraŭbo	sxrauxbo	True
1975	ŝtalo	sxtalo	True
1976	ŝtato	sxtato	True
1977	ŝteli	sxteli	True
1978	ŝtofo	sxtofo	True
1979	ŝtono	sxtono	True
1980	ŝtopi	sxtopi	True
1981	ŝtrumpo	sxtrumpo	True
1982	ŝtupo	sxtupo	True
1983	ŝuldi	sxuldi	True
1984	ŝultro	sxultro	True
1985	ŝuo	sxuo	True
1986	ŝuti	sxuti	True
1987	ŝveli	sxveli	True
1988	ŝvito	sxvito	True
1989	-ad-	ad	True
1990	-an-	an	True
1991	-ar-	ar	True
1992	-aĵ-	ajx	True
1993	-ebl-	ebl	True
1994	-ec-	ec	True
1995	-ej-	ej	True
1996	-em-	em	True
1997	-estr-	estr	True
1998	-i-	i	True
1999	-id-	id	True
2000	-ig-	ig	True
2001	-il-	il	True
2002	-in-	in	True
2003	-ind-	ind	True
2004	-ism-	ism	True
2005	-ist-	ist	True
2006	-iĝ-	igx	True
2007	-obl-	obl	True
2008	-on-	on	True
2009	-uj-	uj	True
2010	-ul-	ul	True
2011	Biblio	biblio	True
2012	Budho	budho	True
2013	Islamo	islamo	True
2014	Kristo	kristo	True
2015	Oceanio	oceanio	True
2016	abomeni	abomeni	True
2017	abstrakta	abstrakta	True
2018	acido	acido	True
2019	agordi	agordi	True
2020	akuzativo	akuzativo	True
2021	akuŝi	akusxi	True
2022	alarmi	alarmi	True
2023	alternativo	alternativo	True
2024	ambicio	ambicio	True
2025	amoro	amoro	True
2026	analizi	analizi	True
2027	antarkta	antarkta	True
2028	antikva	antikva	True
2029	antologio	antologio	True
2030	ardi	ardi	True
2031	aresti	aresti	True
2032	arkta	arkta	True
2033	aroganta	aroganta	True
2034	asimili	asimili	True
2035	astro	astro	True
2036	astronomio	astronomio	True
2037	atmosfero	atmosfero	True
2038	aviado	aviado	True
2039	aŭdaci	auxdaci	True
2040	aŭroro	auxroro	True
2041	baleno	baleno	True
2042	baleto	baleto	True
2043	banala	banala	True
2044	baterio	baterio	True
2045	biologio	biologio	True
2046	bis	bis	True
2047	biskvito	biskvito	True
2048	bombo	bombo	True
2049	botaniko	botaniko	True
2050	botoj	botoj	True
2051	brajlo	brajlo	True
2052	burokrato	burokrato	True
2053	buso	buso	True
2054	celebri	celebri	True
2055	ceramiko	ceramiko	True
2056	ceremonio	ceremonio	True
2057	damaĝi	damagxi	True
2058	daŭri	dauxri	True
2059	demokratio	demokratio	True
2060	detala	detala	True
2061	dialekto	dialekto	True
2062	diamanto	diamanto	True
2063	digno	digno	True
2064	dinamito	dinamito	True
2065	dio	dio	True
2066	diplomato	diplomato	True
2067	diplomo	diplomo	True
2068	diskriminacio	diskriminacio	True
2069	distrikto	distrikto	True
2070	domaĝo	domagxo	True
2071	dosiero	dosiero	True
2072	drinki	drinki	True
2073	ekologio	ekologio	True
2074	ekonomiko	ekonomiko	True
2075	ekskluziva	ekskluziva	True
2076	ekspreso	ekspreso	True
2077	ekstra	ekstra	True
2078	ekzemplero	ekzemplero	True
2079	elimini	elimini	True
2080	elokventa	elokventa	True
2081	emfazo	emfazo	True
2082	emocii	emocii	True
2083	enciklopedio	enciklopedio	True
2084	enketo	enketo	True
2085	entuziasmo	entuziasmo	True
2086	epizodo	epizodo	True
2087	erotika	erotika	True
2088	eseo	eseo	True
2089	etiko	etiko	True
2090	etno	etno	True
2091	eventuala	eventuala	True
2092	eŭro	euxro	True
2093	faktoro	faktoro	True
2094	fakturo	fakturo	True
2095	fantomo	fantomo	True
2096	fatalo	fatalo	True
2097	fekunda	fekunda	True
2098	feminismo	feminismo	True
2099	femuro	femuro	True
2100	fendi	fendi	True
2101	festivalo	festivalo	True
2102	fi	fi	True
2103	fiasko	fiasko	True
2104	filatelo	filatelo	True
2105	filio	filio	True
2106	filozofio	filozofio	True
2107	filtri	filtri	True
2108	firmao	firmao	True
2109	fonetiko	fonetiko	True
2110	fono	fono	True
2111	formala	formala	True
2112	formato	formato	True
2113	fortuno	fortuno	True
2114	forumo	forumo	True
2115	foti	foti	True
2116	frakcio	frakcio	True
2117	frue	frue	True
2118	futbalo	futbalo	True
2119	gambo	gambo	True
2120	gastronomio	gastronomio	True
2121	gesto	gesto	True
2122	giganto	giganto	True
2123	gimnastiko	gimnastiko	True
2124	gimnazio	gimnazio	True
2125	gitaro	gitaro	True
2126	giĉeto	gicxeto	True
2127	glori	glori	True
2128	glui	glui	True
2129	grimaco	grimaco	True
2130	groteska	groteska	True
2131	gubernio	gubernio	True
2132	ha	ha	True
2133	he	he	True
2134	ho	ho	True
2135	hobio	hobio	True
2136	horizontala	horizontala	True
2137	humuro	humuro	True
2138	ideologio	ideologio	True
2139	idioto	idioto	True
2140	iluzio	iluzio	True
2141	imponi	imponi	True
2142	inaŭguri	inauxguri	True
2143	indekso	indekso	True
2144	indico	indico	True
2145	inkluziva	inkluziva	True
2146	instituto	instituto	True
2147	integra	integra	True
2148	intensa	intensa	True
2149	interezo	interezo	True
2150	intervjuo	intervjuo	True
2151	inversa	inversa	True
2152	iriti	iriti	True
2153	jakto	jakto	True
2154	japano	japano	True
2155	jeto	jeto	True
2156	k.t.p.	k_t_p	True
2157	kalko	kalko	True
2158	kanario	kanario	True
2159	kancero	kancero	True
2160	kaprico	kaprico	True
2161	karakterizi	karakterizi	True
2162	karavano	karavano	True
2163	karbono	karbono	True
2164	karcero	karcero	True
2165	kariero	kariero	True
